edad,semestre,promedio,origen,genero,horas_estudio,horas_redes,horas_sueño,nivel_estres,participacion_paro,tipo_participacion,descripcion_participacion,sentimientos_paro,postura,sentimientos_finales,postura_final
20,6,9.0,tehuacán ,femenino,de 1 a 3 horas diarias,más de 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe ,con mucha carga de trabajo ya que al no estar de manera presencial se cambiaron los trabajos para lograr adaptarnos y conseguir el conocimiento lo más cercano a lo que sería presencial ,neutra,un poco cargada de trabajo ya que ahora tenía que concluir con los proyectos y exámenes pendientes ,neutra
23,9,8.9,huejotzingo ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,si,otro medio,víveres y compartiendo información ,pues un poco dudoso de que es lo que pasaría con la uni ,a favor,pues un poco satisfecho con nos resultados que se lograron ,neutra
22,4,8.0,puebla,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe,estresado,a favor,aliviado pues sabía que se iban a reanudar las actividades y que no tenía que seguir preocupándome por mis exámenes ,a favor
20,3,8.7,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,llevé víveres a los de las guardias,"un movimiento que tomó por sorpresa a todos pero que realmente era necesario, ya que hay muchas cosas que se deben mejorar en la universidad para tener una educación y formación de calidad. ",neutra,"la verdad no sentí mucho, apoyo las iniciativas pero hubo gente que solo iba al relajo y pues realmente eso opacó un poco el movimiento, preferí mantenerme neutral",neutra
25,8,8.2,"xalapa, veracruz ",masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,,sentí que el semestre se estaba estancando y me preocupaban los temarios de cada materia.,neutra,regresar a la universidad fue agradable pero había mucha carga en todas las materias por el tiempo que duró el paro ,neutra
23,8,7.1,puebla,femenino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,.,fue muy interesante poner atención a peticiones que casi nadie toma en cuenta. y que realmente son importantes de resolver y merecen la atención que se les dio hasta que todos alzaron la voz ,a favor,"fue frustrarte no poder apoyar porque no me encontraba cerca, y abrir las clases en línea fue incomodo, ya que es difícil trabajar de esa manera",a favor
23,8,8.5,tepeaca ,masculino,más de 5 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,no participé ,"el movimiento fue bueno, de mi parte sentí que si fue necesario, para que las autoridades escolares tomarán cartas en el asunto sobre todas las deficiencias de la universidad.",a favor,"un poco satisfecho, porque las autoridades tomaron postura positiva para resolver las demandas, pero a la vez insatisfecho porque parece que no están respetando todos los acuerdos.",neutra
25,10,8.0,"puebla, puebla",masculino,de 1 a 3 horas diarias,menos de una hora diaria,de 5 a 7 horas diarias,medio,no,otro medio,en nada,estresado ya que la modalidad en linea me recuerda a la pandemia y en esa época no fue fácil.,neutra,aliviado ya que necesitaba asistir a las aulas y no estar en casa,neutra
23,9,9.3,santa maría oxtotipan tepeaca puebla ,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe,"la primer semana normal, ya después un poco aburrido por la falta de actividades escolares",neutra,"bien, para culminar mi semestre ",neutra
22,8,8.6,"tepexi de rodríguez, puebla",masculino,más de 5 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,bajo,si,asambleas,,"durante el movimiento estudiantil, la sensación que se experimentaba en ese momento era de abandono por parte de las autoridades de la universidad ante las problemáticas del alumnado, ya que su respuesta a la apertura al diálogo no se vio reflejada de manera rápida, sino que fue postergada y no se le dio la importancia que tenía, al punto de realizar ciertas acciones que, de alguna manera, desprestigiaban al movimiento",a favor,"al finalizar el movimiento estudiantil, por un lado, senti orgullo y satisfacción por haber alzado la voz en defensa de nuestras preocupaciones y derechos como estudiantes. sin embargo, también hubo una sensación de incertidumbre sobre los cambios reales que se lograrían a raíz de esta movilización. la lucha no termina aquí, sino que continúa en la exigencia de que las autoridades cumplan con los compromisos y escuchen a la comunidad estudiantil. más allá de cualquier resultado, este movimiento fortaleció el sentido de unidad y la convicción de que la participación activa es clave para generar cambios",neutra
24,6,8.3,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,solo fuí espectador ,estresado ,neutra,no participe,neutra
24,7,8.5,puebla ,femenino,más de 5 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,alto,si,asambleas,,"me senti identificada, ya que mucho del apoyo que nos daban no nos fue dado, me gustó que la comunidad estudiantil se unió para dar su opinión.",a favor,"me sentí un poco mejor, solo que realmente dudo y veo que no se han generado grandes cambios a nivel administrativo y de dirección, no sé gestiona bien el gasto público. hechos no palabras.",a favor
22,8,8.6,méxico puebla,masculino,de 1 a 3 horas diarias,más de 5 horas diarias,menos de 5 horas diarias,medio,no,otro medio,no participe,tranquilo,a favor,aliviado por qué pudieron expresar sus opiniones,a favor
23,8,8.6,puebla,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,revisando los mensajes de los compañeros ,"relajado, ya que no tenía problemas con lo que realizaban los estudiantes ",neutra,"bien, esperanzado a que sucedan las cosas que se han prometido",a favor
22,9,8.4,"acapulco, guerrero ",masculino,de 1 a 3 horas diarias,más de 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe ,"estuve confundido porque nunca había visto algo así, pero aunque no participé de forma presencial empatice con los que si lo hicieron y sus motivos. ",a favor,"siempre se siente bien regresar a clases, sobre todo saber que se escucharon las voces de compañeros que necesitaban ser escuchados en pro a la mejora de la universidad.",a favor
19,1,,puebla ,femenino,más de 5 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,"apoyando a no contestarme, carteles, difundir de manera correcta el mensaje","preocupada por los estudiantes que estaban ahí, no sabía que tanto podían comer o dormir, o si podían salir para ver a sus familias, etc",a favor,"estresada porque sentí que no hicieron nada al poner fecha de regreso cuando todavía no se decidía eso, sentí que no escuchaban por esa razón ",en contra
20,6,9.7,san hipólito xochiltenango ,femenino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no tuve participación ,fue una etapa un tanto complicada con respecto a la organización de las clases en línea y del movimiento entre los estudiantes.,a favor,un tanto aliviada debido a que se reanudaria la normalidad y se reanudaria el flujo de estudiantes ,a favor
20,6,8.7,puebla ,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,si,mesas de diálogo,,asqueado por toda la campaña en contra de los alumnos ,a favor,"desanimado por la ""cooperación"" de los directivos ",neutra
19,4,9.35,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,de ninguna manera ,"considero que estuvo bien el hecho de que se manifestara para poder tener mejoras en la universidad, lo que no me gustó fue el rato que se tuvo de clases en línea. ",neutra,"no estoy muy enterado de cómo terminó el paro, si seguía o terminaba me daba igual porque consideraba que tardaría lo que tenga que tardar. ",neutra
24,6,8.9,tehuacan puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participe ,me sentí como estar en pandemia al estar en clases en línea pero a diferencia que hubo aportaciones por parte de los estudiantes para mejorar la comunidad estudiantil ,a favor,aliviado al regresar a clases presenciales un poco desmotivado por como fue el semestre pero a la larga es para bien ,a favor
19,3,8.0,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,medio,no,otro medio,no participé,"el movimiento estudiantil se trató de una serie de problemas que afectaron a todo el entorno en general, y eso implica a el como nos desenvolvíamos academicamente ",neutra,"creo que no se lograron muchas cosas, y esto se debe a la falta de compromiso de muchos e incoherencias de parte de los estudiantes, asi como el caos omiso de las autoridades y los maestros",neutra
20,4,9.3,san martín texmelucan ,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,si,otro medio,solo con una publicación de apoyo al paro,"bien, por ver como se le exigía a la institución ",a favor,"bien, almenos en mi facultad se implementaron bueno propuestas",a favor
20,8,88.0,puebla ,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no hice nada,"con incertidumbre, dado que había rumores por todos lados ya ni sabía qué creer.",neutra,normal ,neutra
23,7,8.5,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no,solo,neutra,mismo ritmo ,neutra
78,9,7.0,oaxaca ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,si,otro medio,quejándome en internet ,feliz ,a favor,triste ,en contra
24,10,8.6,tlaxcala,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no pude participar por trabajo,"neutro, estuve enfocado en el trabajo",neutra,bien al saber que ya todos los procesos se reanudarian y que todos los.procesos no quedarían inconclusos,a favor
25,6,8.0,puebla,masculino,de 1 a 3 horas diarias,más de 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe por qué trabajo ,me alegro de que mis compañeros inconformes levanten la voz y se hagan escuchar pero me decepcióana como se dieron las cosas ,neutra,estuvo bien ,neutra
21,8,7.0,puebla,masculino,menos de una hora diaria,de 3 a 5 horas diarias,de 7 a 9 horas diarias,medio,si,asambleas,,algo curioso y con miedo de lo que pueda pasar.,a favor,con esperanza de un cambio,a favor
24,7,8.2,amozoc,masculino,menos de una hora diaria,menos de una hora diaria,de 5 a 7 horas diarias,medio,no,otro medio,no participe,"me sentía bien, solo que las clases en línea no eran del todo eficientes ",a favor,contento con lo que lograron nuestros compañeros en el paro,a favor
23,7,7.8,puebla,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,si,asambleas,,"es mi segundo movimiento estudiantil, en el 2020 era muy nuevo y creía que perdería clases o tiempo valioso de clases, este año lo viví una vez más y me llegó esa sensación de que volvería a perder más que ganar, pero hoy estaba convencido de que es algo completamente necesario pese a las circunstancias ",a favor," las clases son importantes y más importante es vivirlas presenciales, pero no me sentí del todo satisfecho ya que aún quedan muchos resultados por ver",a favor
24,8,7.9,mexicana,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,,"estresado, por las materias",en contra,satisfecho ,neutra
